"源文件","行","组件/函数","来源","文字或字面量","候选系统词","证据边界"
"src/normalized-ui/CatalogManagementPanel.tsx","879","CatalogManagementPanel","jsx-text","第 2–4 步：销售规格、配方成本与发布","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/CatalogManagementPanel.tsx","879","CatalogManagementPanel","jsx-text","选择整瓶、单杯、Shot、鸡尾酒或自定义规格，保存售价与真实扣减配方，再回到入库卡生成发布预览。","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/CatalogManagementPanel.tsx","879","CatalogManagementPanel","jsx-text","销售规格","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/CatalogManagementPanel.tsx","879","CatalogManagementPanel","jsx-text","同一库存物料可被多个销售规格共同引用。","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/CatalogManagementPanel.tsx","879","CatalogManagementPanel","jsx-text","配方与预览","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/CatalogManagementPanel.tsx","879","CatalogManagementPanel","jsx-text","配置每份用量、损耗、售价和渠道。","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/CatalogManagementPanel.tsx","879","CatalogManagementPanel","jsx-text","确认发布","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/CatalogManagementPanel.tsx","879","CatalogManagementPanel","jsx-text","核对本次成本后，确认入库并上架","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/CatalogManagementPanel.tsx","879","CatalogManagementPanel","jsx-text","“在售”仅是商品状态；顾客可点还要通过配方和实时库存校验，系统不会因方便操作而跳过。","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/CatalogManagementPanel.tsx","880","CatalogManagementPanel","attribute:aria-label","顾客菜单分类","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/CatalogManagementPanel.tsx","881","CatalogManagementPanel","jsx-text","顾客菜单分类","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/CatalogManagementPanel.tsx","881","CatalogManagementPanel","jsx-text","一级入口和二级分类都在这里配置；小程序只显示名称、顺序和可见性，不再把内部分类编号给顾客看。","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/CatalogManagementPanel.tsx","881","CatalogManagementPanel","jsx-text","新增分类","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/CatalogManagementPanel.tsx","883","CatalogManagementPanel","jsx-expression-literal","新增菜单分类","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/CatalogManagementPanel.tsx","883","CatalogManagementPanel","jsx-template-text","编辑","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/CatalogManagementPanel.tsx","884","CatalogManagementPanel","jsx-text","分类编号","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/CatalogManagementPanel.tsx","884","CatalogManagementPanel","attribute:placeholder","例如 cocktail","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/CatalogManagementPanel.tsx","885","CatalogManagementPanel","jsx-text","顾客显示名称","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/CatalogManagementPanel.tsx","885","CatalogManagementPanel","attribute:placeholder","例如 鸡尾酒","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/CatalogManagementPanel.tsx","886","CatalogManagementPanel","jsx-text","上级分类","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/CatalogManagementPanel.tsx","886","CatalogManagementPanel","jsx-text","作为一级分类","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/CatalogManagementPanel.tsx","887","CatalogManagementPanel","jsx-text","菜单排序","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
"src/normalized-ui/CatalogManagementPanel.tsx","888","CatalogManagementPanel","jsx-text","顾客菜单可见","","完整候选索引；表达式内字面量可能是接口参数，是否实际展示以文案决策表与浏览器证据为准"
